PM2.5,PM10,NO2,SO2,O3,Temperature,Humidity,Industrial_Proximity,Population_Density,Risk_Score,Disease_Risk
11.57,27.29,35.74,6.51,51.28,38.89,73.18,0,10404.36,30.8,Low
88.51,188.64,76.13,3.94,23.62,20.15,60.3,0,23168.84,82.29,Moderate
31.81,79.44,19.19,1.64,51.21,10.42,72.05,0,19006.44,39.0,Low
43.01,71.1,35.13,4.25,42.25,25.13,44.17,0,9890.44,39.57,Low
19.1,43.6,29.68,1.42,20.85,37.22,55.18,0,6141.42,29.24,Low
32.97,69.46,18.43,17.98,52.18,24.96,56.96,0,16645.78,32.7,Low
13.38,28.08,15.35,20.13,41.15,27.02,49.24,0,20288.4,19.9,Low
18.11,29.4,8.83,29.87,19.07,24.73,86.55,1,21588.73,37.86,Low
55.21,122.64,22.81,16.74,20.59,22.89,67.11,0,14324.89,45.98,Low
56.03,132.81,14.18,38.14,49.6,49.0,68.78,0,13161.6,60.72,Moderate
44.31,65.76,13.38,31.9,60.29,38.14,58.44,0,18131.24,44.1,Low
23.91,48.13,39.61,19.66,45.65,43.74,42.71,0,4806.29,42.16,Low
11.41,19.5,28.19,44.0,57.79,53.85,59.05,0,21377.4,39.57,Low
70.48,175.25,52.45,22.53,64.65,37.86,53.66,1,2311.13,96.6,High
58.65,106.89,18.27,12.64,35.5,20.29,44.76,1,15273.91,66.8,Moderate
6.46,9.67,9.53,26.63,43.29,33.83,71.39,0,14947.49,17.82,Low
56.64,96.08,40.06,12.13,53.39,44.11,56.01,1,8112.21,80.39,Moderate
25.04,51.33,41.52,14.45,17.05,30.34,33.3,0,1368.84,33.42,Low
50.61,65.74,31.9,10.14,60.68,21.55,60.01,1,18087.44,65.2,Moderate
9.7,19.25,13.07,15.28,67.27,38.74,60.29,0,1092.27,24.85,Low
19.86,47.88,26.5,19.74,25.24,12.26,71.31,0,4900.49,31.55,Low
34.63,79.84,9.13,2.39,97.39,26.41,61.8,0,13833.8,35.26,Low
90.91,117.09,14.0,19.23,55.89,32.59,50.81,1,23529.58,83.58,Moderate
34.69,86.43,57.28,20.73,36.95,23.92,67.47,0,2115.37,46.01,Low
63.92,134.76,16.98,8.15,5.0,31.26,50.27,0,14680.28,48.58,Low
37.9,53.47,48.36,10.71,38.16,31.53,70.58,1,8557.88,63.16,Moderate
37.0,45.0,33.29,10.34,48.44,30.6,77.34,0,16900.74,37.96,Low
45.87,65.26,75.03,23.47,46.15,23.12,22.8,1,23846.27,75.29,Moderate
31.23,71.5,32.37,23.09,13.79,20.97,48.76,0,7080.46,35.05,Low
54.37,66.78,30.9,15.33,26.77,23.85,66.97,1,23920.21,62.48,Moderate
14.19,21.33,5.82,57.93,53.6,11.28,61.39,0,21830.34,27.57,Low
31.38,68.54,14.35,2.96,51.85,38.76,79.46,1,15372.87,56.07,Moderate
95.63,187.63,20.78,5.7,58.84,30.41,78.76,0,19076.8,72.41,Moderate
65.57,145.41,94.82,17.86,42.37,26.69,73.89,1,21689.76,96.08,High
40.12,87.05,15.28,2.45,39.37,18.23,34.7,0,20184.98,36.9,Low
60.03,75.99,9.72,34.25,50.23,26.29,57.55,0,8504.34,43.62,Low
80.56,190.13,7.0,9.16,41.89,26.09,69.61,0,20408.8,58.98,Moderate
5.65,8.44,5.63,36.67,9.4,20.64,59.6,0,8181.21,11.58,Low
26.76,51.37,97.02,20.7,70.41,35.5,58.11,0,21743.44,59.31,Moderate
19.81,40.37,29.18,28.35,58.43,13.7,78.56,1,6758.92,55.05,Moderate
10.33,14.66,10.92,11.01,48.46,15.89,65.37,1,14520.39,39.37,Low
103.98,256.75,62.2,28.21,12.64,36.12,56.21,0,17476.63,95.57,High
47.29,86.76,81.66,34.43,56.75,40.04,42.22,0,10931.89,68.73,Moderate
58.71,74.86,11.38,9.24,31.23,27.79,85.81,1,19682.83,59.83,Moderate
20.47,49.5,17.71,15.33,56.6,15.13,64.54,1,23171.22,50.58,Moderate
26.36,51.72,55.71,15.44,50.93,38.22,53.0,0,5063.2,45.68,Low
32.39,68.3,41.92,6.75,33.2,27.12,73.97,0,1319.34,37.41,Low
42.12,79.31,22.35,14.46,61.04,26.23,35.95,0,15849.65,39.65,Low
53.1,121.35,56.75,13.53,16.16,40.45,86.28,1,15253.58,81.09,Moderate
50.97,63.36,5.59,24.7,41.12,33.35,69.17,0,8861.96,39.16,Low
27.61,42.76,9.32,14.29,73.17,21.32,92.91,1,19743.84,48.7,Low
82.5,149.37,13.66,27.07,49.73,9.3,69.5,0,20740.49,67.57,Moderate
72.48,94.19,12.27,44.97,58.27,21.84,63.58,0,8633.65,53.99,Moderate
39.37,83.37,2.52,9.47,41.59,29.74,50.93,1,17215.68,52.31,Moderate
33.22,56.86,18.63,14.49,39.57,31.38,53.43,0,16229.61,33.16,Low
26.14,40.64,37.83,7.9,15.59,12.74,41.39,0,8894.78,34.35,Low
42.28,50.92,46.09,6.2,36.88,18.51,89.66,0,24244.13,43.39,Low
70.13,149.78,43.6,10.77,53.47,-4.55,61.99,0,8986.86,77.31,Moderate
33.73,77.05,53.2,39.45,18.12,28.46,73.05,1,15696.96,64.65,Moderate
21.69,37.17,34.78,21.31,20.74,7.86,75.44,0,9813.1,35.6,Low
33.23,64.24,16.08,22.15,48.39,20.42,56.64,0,789.91,33.89,Low
39.85,59.61,4.23,19.72,56.53,16.02,47.97,0,2745.14,35.28,Low
13.42,26.97,4.11,6.65,80.3,31.73,49.25,0,6191.75,21.36,Low
10.73,13.04,27.74,5.92,34.52,28.84,36.79,0,20398.12,19.88,Low
22.11,40.58,11.54,6.89,35.06,17.66,43.22,0,11330.59,24.23,Low
82.39,167.87,26.69,0.61,56.63,26.54,68.03,0,14921.28,64.25,Moderate
67.71,162.06,8.43,22.64,51.41,31.75,75.35,0,23624.49,56.6,Moderate
8.69,14.73,60.51,30.92,34.83,28.04,60.08,0,4102.08,31.2,Low
15.95,35.02,19.19,32.85,39.43,-8.76,73.85,0,21614.57,39.75,Low
52.53,103.85,20.47,9.23,27.43,48.09,74.21,0,9791.28,52.75,Moderate
24.19,58.18,22.0,18.71,16.88,30.38,55.29,1,8768.26,48.34,Low
43.77,75.2,55.94,18.28,37.3,36.23,76.31,1,15825.44,72.99,Moderate
9.14,14.77,9.51,9.16,70.45,17.77,57.56,1,22516.64,39.56,Low
32.77,77.12,22.44,10.49,25.63,15.66,53.57,0,9039.13,35.83,Low
30.49,38.54,26.07,9.61,11.3,19.7,61.29,1,19154.5,48.62,Low
58.89,81.11,12.58,27.94,19.93,45.0,38.86,0,971.43,50.23,Moderate
42.13,55.07,38.5,2.04,50.63,21.82,59.45,0,15765.99,40.77,Low
35.76,82.11,51.67,0.31,48.58,24.36,25.37,0,15948.69,43.22,Low
7.35,8.92,4.15,23.83,65.41,43.56,70.13,0,14123.48,23.28,Low
97.51,226.23,41.41,17.73,61.23,21.39,40.59,0,23476.65,83.75,Moderate
50.15,89.6,3.26,14.8,45.95,25.16,59.9,0,23495.49,36.15,Low
19.19,23.13,12.61,56.19,53.01,11.74,82.27,1,8880.49,51.32,Moderate
35.16,60.54,15.84,17.98,25.01,44.45,61.07,0,11680.92,38.89,Low
24.73,35.68,16.24,12.85,53.79,17.41,31.6,0,19913.2,28.79,Low
28.17,56.66,57.91,27.94,37.82,23.28,61.94,0,21175.83,41.74,Low
67.06,139.69,17.16,6.33,57.01,-8.42,56.17,0,10740.24,68.99,Moderate
15.89,29.15,17.15,16.95,48.37,23.29,73.98,0,9051.15,21.8,Low
51.49,64.5,7.32,12.19,30.53,24.23,58.3,0,20605.1,33.9,Low
68.81,141.27,31.22,25.36,17.99,20.83,76.73,0,9733.3,57.44,Moderate
46.46,106.62,21.1,1.01,29.99,7.61,66.53,1,10428.19,67.37,Moderate
29.17,62.31,35.66,26.89,43.69,30.45,73.12,0,3820.5,38.38,Low
18.15,41.36,7.19,1.0,23.68,6.0,58.6,0,13802.25,25.52,Low
20.13,29.4,76.17,36.13,36.94,8.43,79.25,1,8497.98,69.43,Moderate
35.65,83.96,43.49,9.78,61.75,22.4,52.33,0,14969.86,44.15,Low
33.69,54.53,25.81,8.9,63.5,37.12,32.51,0,11481.12,39.97,Low
55.59,67.68,49.67,13.45,49.56,24.52,43.57,0,18829.34,50.45,Moderate
9.74,22.37,77.5,11.61,67.27,27.98,61.81,0,7305.44,38.76,Low
66.54,161.31,31.72,11.77,14.69,18.29,64.06,0,4713.99,58.26,Moderate
136.61,280.36,21.63,43.69,65.95,18.27,62.33,1,17722.51,123.5,High
31.11,46.7,16.84,22.98,12.8,33.81,78.28,0,9911.12,30.15,Low
27.88,42.58,19.55,3.27,40.2,37.32,62.84,0,14308.29,31.78,Low
29.77,53.78,28.53,6.19,23.74,36.11,64.94,1,23556.18,54.39,Moderate
34.82,82.42,20.83,10.66,54.78,31.17,74.7,1,12360.3,58.05,Moderate
26.36,36.76,40.81,27.77,8.68,28.28,34.85,0,4233.61,31.75,Low
5.76,13.1,64.45,5.29,5.0,10.65,70.84,0,10954.24,31.15,Low
29.31,46.28,8.64,7.78,26.91,19.32,79.74,1,12224.01,45.26,Low
36.24,81.59,8.6,13.18,25.5,17.86,70.76,1,19266.47,52.67,Moderate
71.0,170.15,17.34,2.31,28.58,25.72,64.73,0,5282.11,54.06,Moderate
15.73,27.62,4.2,2.59,26.5,32.78,72.04,0,8999.09,17.11,Low
88.61,148.39,72.61,7.99,53.75,21.63,27.81,0,1725.69,79.93,Moderate
25.09,56.26,53.36,32.68,38.31,0.07,58.06,0,17698.46,51.23,Moderate
17.25,32.57,21.44,2.98,70.98,37.62,40.53,1,18726.34,50.3,Moderate
50.16,104.82,23.03,2.37,44.62,16.03,65.75,0,11701.19,46.64,Low
23.05,46.32,32.32,22.43,57.65,16.58,44.94,0,13687.58,35.77,Low
31.53,44.1,12.78,28.25,51.6,31.45,72.75,0,18870.44,32.06,Low
33.01,75.87,18.97,9.85,22.03,19.84,53.76,0,7073.39,32.25,Low
48.34,70.31,13.59,14.9,29.58,25.24,40.69,0,15370.65,35.01,Low
30.89,74.5,26.15,4.33,59.88,28.33,45.83,0,24116.02,35.73,Low
28.59,43.63,26.69,17.96,5.0,26.5,40.3,1,16620.21,46.85,Low
24.62,53.03,22.52,1.5,49.73,22.49,59.47,1,2413.7,48.28,Low
45.28,71.09,49.94,14.29,36.43,26.24,69.25,0,7611.37,45.9,Low
22.18,35.78,22.76,9.24,25.1,48.25,50.33,1,13218.6,54.34,Moderate
72.46,116.16,23.88,23.76,34.67,37.96,38.12,0,2280.43,60.09,Moderate
33.26,72.25,6.01,16.46,72.41,34.6,59.79,0,17075.96,36.02,Low
7.72,14.86,39.93,23.91,5.52,29.8,59.46,1,16528.2,41.9,Low
39.83,93.51,28.12,3.33,15.63,41.91,52.52,0,21969.93,44.07,Low
44.18,70.66,42.99,7.9,5.0,34.67,48.23,0,12749.82,43.76,Low
72.97,153.2,11.78,16.98,31.24,38.94,79.2,0,17457.39,59.83,Moderate
18.78,40.92,9.21,9.36,27.51,39.29,51.11,1,4959.45,45.2,Low
16.73,23.37,20.6,5.08,43.21,32.7,38.38,0,570.31,23.89,Low
49.37,84.96,3.42,31.13,30.41,31.22,58.68,0,4720.22,38.54,Low
65.7,120.08,75.36,21.99,49.02,22.67,67.91,0,2024.26,69.16,Moderate
18.22,30.28,20.06,13.6,24.25,45.27,66.91,0,10979.09,30.25,Low
38.89,62.95,1.54,13.42,81.95,25.3,36.01,0,11973.43,32.0,Low
31.25,65.39,16.34,21.21,52.3,14.67,78.27,0,16289.58,36.46,Low
18.71,27.7,21.79,4.25,50.31,29.47,63.16,0,3948.91,24.48,Low
30.01,63.68,64.8,63.31,52.53,23.82,68.56,0,5760.54,49.98,Low
62.83,151.77,25.92,7.14,19.08,15.61,99.77,1,20058.99,75.4,Moderate
33.36,64.54,6.51,24.49,35.07,16.19,71.38,0,14624.8,32.11,Low
28.92,57.69,32.63,22.4,35.93,26.04,68.58,0,1219.41,33.48,Low
47.73,61.56,25.62,2.84,30.56,26.65,56.61,0,21285.91,37.1,Low
66.39,154.27,21.15,6.33,33.06,11.39,59.92,0,15930.24,59.07,Moderate
15.51,24.37,18.52,12.07,56.59,21.56,41.94,0,5072.66,22.78,Low
39.95,79.88,47.62,7.65,38.83,35.03,61.27,1,6675.61,67.91,Moderate
25.2,62.32,25.04,25.55,45.99,-0.51,84.39,1,14061.91,63.73,Moderate
33.46,66.05,23.84,12.39,6.22,22.57,66.4,0,14239.63,30.22,Low
50.15,107.42,55.41,7.95,5.03,25.32,93.45,1,20227.12,68.88,Moderate
26.64,47.39,43.89,10.22,21.12,31.61,67.95,1,9285.27,55.0,Moderate
30.73,39.28,32.73,17.07,72.79,22.91,64.2,1,13957.93,56.07,Moderate
59.66,133.46,13.9,24.07,80.17,21.13,57.93,1,14772.18,73.74,Moderate
43.49,54.16,19.53,16.74,59.66,31.11,89.57,0,14187.57,39.36,Low
30.25,63.85,23.2,23.62,32.11,24.49,53.03,0,2286.19,31.28,Low
35.68,43.88,7.35,15.1,48.53,42.68,49.09,1,10575.7,56.07,Moderate
33.96,78.81,16.59,15.22,65.24,31.22,46.77,0,8802.66,37.6,Low
7.2,10.12,25.74,5.48,77.09,33.14,93.93,0,24823.05,23.94,Low
36.09,67.43,37.87,23.13,17.0,25.75,62.21,0,11909.37,36.93,Low
11.75,23.21,36.74,1.09,44.08,43.8,61.26,1,11163.08,51.96,Moderate
65.24,117.1,4.77,8.6,33.55,19.4,67.81,0,12350.35,46.25,Low
11.52,18.92,18.58,3.54,51.72,13.51,56.23,0,23022.42,23.35,Low
24.32,43.97,12.49,18.36,41.05,24.06,48.54,0,15480.62,24.28,Low
21.11,33.88,3.79,14.79,19.99,22.37,47.82,0,10034.01,17.76,Low
80.35,142.19,22.33,11.49,47.9,23.62,47.32,0,22858.15,59.69,Moderate
63.57,105.95,16.42,36.7,26.07,44.78,29.97,1,23281.15,77.11,Moderate
3.71,7.17,25.08,9.63,39.29,17.09,60.88,1,6975.66,38.57,Low
32.23,48.65,36.99,9.36,40.25,24.39,36.62,1,10138.2,54.12,Moderate
13.5,33.56,32.5,5.8,73.74,8.67,68.24,0,24178.24,34.63,Low
36.18,66.97,82.48,25.18,46.41,43.93,72.54,0,13755.69,62.54,Moderate
49.42,71.79,28.05,18.2,38.22,1.76,50.96,1,11077.75,72.62,Moderate
38.22,69.56,63.13,23.11,54.49,26.45,65.05,1,5287.41,69.66,Moderate
51.33,119.42,9.64,26.28,22.32,11.59,70.9,1,9918.75,66.93,Moderate
27.15,33.35,32.14,28.34,42.02,11.08,82.57,0,15965.25,37.83,Low
39.02,81.3,13.75,51.59,52.69,16.17,54.15,0,1448.18,42.71,Low
50.19,95.97,20.36,43.0,51.78,13.97,38.81,1,2541.0,70.77,Moderate
23.66,33.6,44.63,20.74,29.41,27.69,46.42,0,631.72,32.57,Low
17.06,38.6,20.21,5.48,47.28,12.25,35.08,0,5863.72,28.4,Low
20.27,34.04,50.55,19.15,53.61,35.4,67.15,1,4983.32,59.15,Moderate
29.97,47.41,14.12,14.11,21.9,38.33,11.68,1,21344.79,51.23,Moderate
32.83,74.75,9.31,0.61,27.92,41.54,44.96,0,5038.33,34.52,Low
40.5,82.23,29.36,23.68,33.55,9.7,60.18,0,16698.94,46.61,Low
18.79,44.49,30.35,13.34,86.59,17.18,43.83,1,3399.8,54.97,Moderate
51.11,103.17,19.2,13.38,25.04,20.18,47.1,0,15042.21,42.77,Low
91.51,197.95,38.97,5.09,46.5,19.35,72.44,1,11172.69,96.08,High
21.23,48.56,3.1,24.83,32.94,33.02,43.2,1,10512.37,44.06,Low
122.28,155.44,10.7,4.19,21.25,28.18,53.14,1,21485.77,91.8,High
98.92,218.49,33.94,10.55,53.96,15.72,73.93,0,4609.13,82.69,Moderate
32.76,65.45,20.86,6.4,11.78,22.18,54.41,0,15082.84,29.14,Low
29.36,37.88,14.67,6.58,68.87,24.67,96.06,0,20635.67,27.64,Low
20.05,37.32,27.71,24.02,19.21,23.28,76.43,0,17990.47,25.25,Low
55.87,73.03,47.96,10.31,26.69,17.64,77.23,0,24591.97,51.42,Moderate
34.26,73.9,32.26,11.51,51.44,13.9,39.18,0,551.59,42.61,Low
36.71,70.13,42.67,34.59,55.05,32.51,58.53,0,22166.8,47.22,Low
17.34,42.31,33.47,33.43,44.67,13.17,55.74,0,15529.56,34.93,Low
56.86,81.76,56.6,10.27,29.34,32.08,53.89,0,560.87,55.4,Moderate
27.76,55.19,16.54,18.81,8.13,27.38,51.96,0,11904.6,25.47,Low
14.33,21.14,50.11,22.65,38.2,16.44,57.98,0,19302.22,33.24,Low
31.04,62.02,5.16,6.66,23.0,30.1,23.97,1,4972.39,45.68,Low
18.22,38.97,8.43,1.62,88.24,17.84,46.1,0,17122.69,26.28,Low
73.03,156.21,38.37,28.91,42.66,30.65,85.24,0,3921.88,66.33,Moderate
98.14,221.77,7.96,8.8,14.22,17.13,51.96,0,20184.58,70.06,Moderate
31.64,73.08,19.22,12.54,33.36,26.09,50.19,0,14427.35,30.87,Low
62.49,81.27,56.02,6.38,55.16,24.51,59.02,0,1330.22,56.33,Moderate
61.54,101.31,9.5,28.61,63.25,18.81,60.48,0,2726.45,49.88,Low
1.18,2.47,45.32,15.93,33.81,21.85,26.21,1,21664.69,40.86,Low
20.29,37.5,18.45,10.82,37.63,18.57,62.11,0,1308.53,25.46,Low
35.27,51.07,8.74,12.28,51.3,36.71,68.22,1,7814.29,54.05,Moderate
24.1,46.24,24.87,35.55,21.29,18.0,68.82,1,14389.34,50.91,Moderate
19.12,33.08,53.52,11.67,46.95,24.29,45.92,0,5729.27,33.23,Low
64.08,109.39,7.71,23.16,45.71,4.09,83.12,0,5993.69,56.23,Moderate
23.42,52.77,7.29,1.61,50.67,18.13,81.41,0,19512.83,25.5,Low
40.57,70.19,37.5,16.06,39.22,31.35,80.1,1,7629.37,63.2,Moderate
60.68,74.9,15.86,11.78,8.71,29.75,71.82,0,1445.28,40.94,Low
75.65,96.49,83.14,4.51,44.56,29.36,54.78,0,18167.48,71.94,Moderate
14.39,33.29,30.37,58.48,22.48,24.71,60.06,1,23881.97,46.43,Low
15.41,37.74,47.82,3.46,74.52,27.52,81.36,0,20882.38,33.34,Low
37.7,78.98,29.61,7.98,75.09,39.43,25.78,0,13939.77,47.38,Low
5.68,9.51,7.9,8.49,17.1,15.76,49.04,0,10909.65,12.78,Low
16.01,38.75,11.47,33.43,22.9,37.26,66.89,0,23166.55,25.48,Low
68.41,141.04,12.91,8.54,5.0,16.18,56.59,0,19272.52,51.1,Moderate
48.64,111.76,34.91,13.2,54.71,28.03,53.99,0,14481.1,49.41,Low
29.97,65.8,24.2,9.29,28.54,16.43,84.39,0,22055.65,33.89,Low
44.15,74.73,4.09,15.33,45.41,33.48,72.53,0,15241.95,36.67,Low
50.76,92.5,39.74,17.38,29.22,12.12,74.42,1,24350.86,72.58,Moderate
10.61,15.29,93.47,17.38,7.96,14.95,48.41,0,21528.12,41.37,Low
23.12,36.53,9.36,10.0,44.21,23.88,51.68,0,13985.91,21.69,Low
74.07,163.82,10.71,25.03,65.78,17.12,66.01,0,23109.49,62.24,Moderate
38.14,90.09,14.24,8.35,39.44,17.9,66.49,1,8889.75,56.86,Moderate
39.62,84.86,22.06,7.82,19.46,23.82,87.75,0,17672.71,34.27,Low
31.7,57.21,10.05,13.05,37.04,12.49,65.57,0,4696.25,32.68,Low
7.25,9.51,55.54,16.38,50.27,26.28,84.88,1,22436.44,47.82,Low
20.98,26.73,69.88,9.79,35.96,28.68,69.76,1,6577.23,58.44,Moderate
42.47,71.63,26.68,11.87,18.03,9.26,56.56,0,23751.3,43.02,Low
23.52,42.4,23.21,15.25,80.4,27.44,48.34,0,916.29,31.4,Low
14.81,29.49,4.68,9.65,9.75,27.03,72.06,1,17205.0,33.23,Low
16.4,19.81,8.56,22.46,85.49,29.37,54.48,0,4176.38,24.09,Low
74.99,186.48,2.53,29.6,38.14,26.16,58.3,0,19384.88,56.76,Moderate
22.61,37.83,14.83,3.28,57.94,28.52,47.62,1,12551.7,45.16,Low
66.1,152.19,17.19,11.03,44.3,28.48,60.06,0,22786.43,54.09,Moderate
39.74,75.32,37.15,13.33,22.45,27.45,68.9,0,18019.2,39.38,Low
27.66,37.88,26.89,12.26,66.58,28.72,53.93,0,19322.52,32.67,Low
18.45,41.26,12.25,1.25,52.32,40.41,49.31,1,3451.74,48.24,Low
49.47,105.0,38.58,17.28,38.09,38.1,61.0,0,2865.75,53.94,Moderate
61.23,115.46,103.53,11.85,54.55,23.86,67.01,1,21338.66,94.3,High
52.46,98.05,39.99,37.65,37.25,18.76,59.86,0,6031.46,53.4,Moderate
11.57,15.2,16.02,1.45,5.0,37.7,88.39,0,21740.07,17.95,Low
22.57,46.32,29.08,14.67,5.79,47.88,61.51,0,3992.18,35.87,Low
24.56,58.58,9.79,7.66,39.56,24.72,67.75,0,8057.06,23.48,Low
5.94,7.85,8.84,10.13,33.65,30.0,73.25,0,23254.1,12.69,Low
43.87,67.67,73.45,7.42,38.21,21.74,65.95,0,21073.09,52.54,Moderate
47.89,113.64,29.43,38.18,33.2,30.31,45.49,0,1828.94,49.14,Low
46.85,73.54,48.93,13.72,17.57,5.18,47.61,0,11478.39,53.81,Moderate
42.08,86.27,19.65,59.18,12.35,19.76,43.43,0,22791.76,41.13,Low
26.07,49.42,8.78,2.97,23.08,32.24,40.2,0,861.57,24.23,Low
17.9,35.36,7.25,3.82,55.09,16.25,64.1,0,3129.33,23.14,Low
26.01,45.27,11.22,6.68,23.66,30.55,78.6,0,16307.3,24.1,Low
39.95,63.51,32.35,13.16,60.84,30.2,70.77,0,3072.1,42.04,Low
69.85,88.22,5.83,2.51,19.27,30.79,70.57,0,11496.54,43.59,Low
34.25,74.25,24.99,2.61,63.7,19.93,44.62,0,12941.66,37.79,Low
33.48,72.65,35.47,13.89,29.69,32.65,67.4,0,21576.22,39.48,Low
6.48,13.43,8.48,5.14,33.84,43.48,67.94,0,23956.08,19.62,Low
41.67,84.87,103.15,33.45,34.01,20.09,85.13,0,13049.66,65.3,Moderate
72.93,110.63,44.9,18.05,51.64,18.3,65.06,1,13003.83,84.03,Moderate
30.13,37.04,21.98,19.33,45.04,23.3,86.08,1,18306.49,49.64,Low
28.6,64.39,12.97,38.61,42.78,27.75,61.87,0,5216.41,31.29,Low
24.89,45.77,30.21,1.37,38.38,14.7,66.72,0,23551.03,32.72,Low
50.52,80.77,29.5,5.59,28.61,20.46,77.47,1,529.37,62.83,Moderate
6.19,8.25,25.41,3.09,61.94,39.56,63.76,1,543.95,44.71,Low
66.14,84.76,31.04,16.8,41.72,36.36,37.28,0,15828.83,55.77,Moderate
27.74,45.87,10.31,26.85,51.48,15.09,45.11,1,8866.37,51.56,Moderate
42.16,94.69,39.85,14.25,44.0,43.66,99.97,0,10253.82,53.44,Moderate
53.01,126.91,6.76,39.44,31.57,20.7,61.5,0,5925.21,45.17,Low
16.24,38.42,2.82,22.53,87.91,28.35,70.42,0,10491.16,23.91,Low
32.06,76.82,36.79,11.69,64.6,25.42,44.02,0,20785.59,39.38,Low
27.33,65.04,31.74,44.4,29.2,34.19,65.1,0,17631.61,38.91,Low
13.34,25.15,23.76,18.96,81.05,13.57,79.95,0,2819.02,30.7,Low
60.93,90.5,14.24,17.46,58.55,19.73,31.97,1,1888.66,67.93,Moderate
25.81,57.75,16.5,29.66,18.14,15.83,63.13,1,12901.72,50.41,Moderate
12.9,19.06,9.99,9.06,57.64,14.44,63.01,0,18388.94,22.01,Low
33.38,51.66,29.13,6.92,48.32,17.57,64.85,0,16779.98,36.5,Low
10.12,15.21,2.24,14.31,43.31,16.64,91.75,0,21670.81,16.18,Low
23.52,43.98,3.84,16.36,60.29,31.41,56.07,0,3764.98,25.83,Low
39.43,63.82,10.43,14.73,46.82,21.13,52.93,1,15340.94,53.37,Moderate
9.22,12.92,26.57,29.27,5.0,22.46,57.38,0,19267.36,17.65,Low
48.51,86.8,22.32,12.48,12.93,6.65,95.52,0,23477.1,46.5,Low
34.55,80.72,58.36,0.84,22.89,34.88,62.38,1,2971.63,66.72,Moderate
53.19,103.29,19.28,6.51,79.91,7.87,68.68,1,6371.23,74.6,Moderate
52.83,123.71,42.12,14.63,53.03,25.95,25.58,0,9187.49,53.38,Moderate
22.94,33.37,25.58,17.45,50.82,38.29,61.69,1,13748.39,53.66,Moderate
23.4,33.16,2.74,18.35,42.16,40.37,57.41,1,10511.0,47.24,Low
44.17,86.05,8.78,12.2,21.57,11.17,61.39,0,21597.37,39.2,Low
14.32,25.8,9.99,26.52,10.93,23.21,55.17,0,23787.91,15.94,Low
14.39,29.62,12.29,11.03,59.92,32.7,40.61,0,2216.93,23.35,Low
20.7,46.21,17.71,4.38,73.27,20.95,55.91,1,17642.18,48.0,Low
10.9,23.72,49.77,17.08,53.55,35.81,82.63,0,3299.7,34.13,Low
12.78,30.98,20.44,1.42,30.18,4.62,61.86,0,22499.9,27.69,Low
13.13,22.55,13.68,3.28,31.82,26.52,33.05,0,3981.41,15.88,Low
25.88,37.99,44.1,23.4,53.86,29.49,42.38,0,24792.02,37.35,Low
25.05,48.0,43.87,3.1,37.67,13.54,64.21,1,10979.88,57.78,Moderate
58.25,78.29,1.67,7.58,36.85,33.01,44.07,0,9857.45,40.08,Low
26.2,41.28,22.16,18.72,29.23,14.76,63.51,1,14863.87,51.17,Moderate
30.44,44.75,54.19,15.79,26.73,41.23,78.75,0,10161.73,45.28,Low
87.63,150.33,19.52,8.48,37.59,21.77,67.09,1,6249.99,82.16,Moderate
3.86,5.19,9.18,24.08,8.33,23.41,45.28,0,15914.02,8.85,Low
37.01,45.94,41.85,1.9,52.39,14.66,62.56,0,18344.91,42.55,Low
27.77,57.04,7.97,7.78,5.0,21.5,71.13,1,23660.38,42.23,Low
39.47,78.68,25.86,5.84,61.31,17.93,49.1,0,10523.41,41.66,Low
21.66,45.93,19.35,26.65,29.45,28.02,43.8,0,17791.44,26.18,Low
26.09,53.7,4.66,12.08,37.62,27.59,58.66,1,20923.29,43.47,Low
67.88,91.55,48.07,21.71,51.16,24.12,83.25,0,20868.9,58.46,Moderate
43.78,69.1,30.85,15.62,34.24,26.7,45.23,1,1339.62,59.51,Moderate
27.01,36.95,59.86,6.02,25.23,14.06,53.45,0,9214.71,41.05,Low
18.23,41.85,22.22,26.62,45.73,14.67,42.14,1,828.75,50.54,Moderate
14.27,30.99,9.84,18.11,83.97,37.06,48.7,0,14197.46,28.0,Low
22.66,33.13,5.13,4.55,55.76,17.54,58.04,1,21694.72,43.67,Low
28.69,47.16,44.48,14.02,24.84,27.97,57.78,0,20465.49,34.91,Low
87.43,214.79,8.97,30.64,32.96,1.97,18.71,0,20375.61,77.02,Moderate
35.27,69.56,102.78,22.3,30.45,29.26,56.54,1,9119.98,79.3,Moderate
19.88,44.56,75.51,50.22,19.37,36.62,86.47,0,1635.08,47.83,Low
3.88,5.99,23.94,20.89,52.0,26.21,62.14,0,4724.23,17.23,Low
17.84,26.28,18.23,45.13,33.48,26.7,56.33,0,16931.94,23.94,Low
22.68,50.33,12.2,7.12,46.36,40.68,51.47,1,3779.15,50.95,Moderate
37.54,78.51,13.55,1.9,5.0,27.84,46.14,0,3570.55,29.04,Low
23.28,48.55,90.7,18.25,53.8,18.16,61.6,0,9165.04,52.0,Moderate
89.9,172.46,15.99,7.46,28.16,20.61,66.77,1,2816.1,83.76,Moderate
27.34,52.84,32.47,20.32,19.89,18.92,86.08,0,8579.71,33.02,Low
59.47,128.25,34.26,6.21,13.25,34.75,48.88,1,24257.47,73.71,Moderate
8.55,13.27,46.25,37.51,21.6,37.89,79.45,0,988.8,30.98,Low
